"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","HTTP","",""
"pre_128cipher","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","No 128 cipher limit bug","",""
"SSLv2","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","",""
"SSLv3","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","",""
"TLS1","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","not offered","",""
"TLS1_1","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","not offered","",""
"TLS1_2","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","offered","",""
"TLS1_3","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","not offered","",""
"cipherlist_NULL","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","","CWE-327"
"cipherlist_LOW","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","meshabilitations.esante.gouv.fr/80.78.2.228","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","offered","",""
"cipherlist_STRONG_FS","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","offered","",""
"cipher_order-tls1_2","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","server","",""
"cipherorder_TLSv1_2","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","server","",""
"FS","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","offered","",""
"FS_ciphers","meshabilitations.esante.gouv.fr/80.78.2.228","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-SHA256 DHE-RSA-AES128-SHA DHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-SHA256 DHE-RSA-AES256-SHA ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-AES256-SHA","",""
"FS_ECDHE_curves","meshabilitations.esante.gouv.fr/80.78.2.228","443","OK","secp256k1 prime256v1 secp384r1 secp521r1","",""
